Date,Product,Category,Price,Quantity Sold,Total Sales
2023-03-23,Mouse,Accessories,607.48,19,11542.12
2023-01-24,Laptop,Office,12.66,1,12.66
2023-05-23,Headphones,Electronics,814.57,3,2443.71
2023-03-06,Laptop,Accessories,133.4,15,2001.0
2023-11-14,Laptop,Electronics,560.96,20,11219.2
2023-08-13,Mouse,Electronics,540.35,14,7564.9
2023-02-27,Keyboard,Accessories,656.26,15,9843.9
2023-05-09,Monitor,Office,88.14,8,705.12
2023-05-10,Smartphone,Office,910.81,6,5464.86
2023-03-22,Mouse,Electronics,723.77,9,6513.93
2023-08-01,Tablet,Office,151.41,9,1362.69
2023-02-20,Keyboard,Electronics,908.72,1,908.72
2023-05-14,Smartphone,Electronics,301.5,15,4522.5
2023-01-30,Tablet,Accessories,274.65,14,3845.1
2023-02-14,Headphones,Electronics,954.57,8,7636.56
2023-11-27,Tablet,Electronics,637.5,2,1275.0
2023-12-21,Mouse,Accessories,843.29,4,3373.16
2023-02-01,Tablet,Accessories,197.51,6,1185.06
2023-10-31,Tablet,Accessories,995.29,1,995.29
2023-11-04,Keyboard,Electronics,51.32,4,205.28
2023-01-11,Keyboard,Accessories,909.22,5,4546.1
2023-04-30,Monitor,Office,544.35,13,7076.55
2023-06-08,Mouse,Accessories,351.34,10,3513.4
2023-07-06,Mouse,Office,260.74,16,4171.84
2023-07-22,Monitor,Electronics,749.81,8,5998.48
2023-12-31,Smartphone,Office,162.8,1,162.8
2023-02-18,Smartphone,Electronics,247.2,11,2719.2
2023-02-01,Keyboard,Accessories,79.11,11,870.21
2023-09-27,Monitor,Electronics,188.24,8,1505.92
2023-12-14,Headphones,Office,260.09,5,1300.45
2023-03-28,Headphones,Accessories,979.23,11,10771.53
2023-03-26,Mouse,Electronics,56.68,13,736.84
2023-04-30,Laptop,Accessories,639.71,16,10235.36
2023-09-27,Tablet,Office,280.06,12,3360.72
2023-06-23,Keyboard,Electronics,331.76,20,6635.2
2023-10-13,Headphones,Electronics,345.94,7,2421.58
2023-02-24,Laptop,Accessories,627.91,2,1255.82
2023-03-05,Tablet,Office,757.62,7,5303.34
2023-05-27,Tablet,Office,68.48,10,684.8
2023-12-31,Printer,Accessories,629.41,18,11329.38
2023-12-25,Keyboard,Office,921.07,11,10131.77
2023-08-05,Keyboard,Office,424.3,11,4667.3
2023-08-01,Printer,Accessories,260.97,2,521.94
2023-12-07,Tablet,Accessories,270.78,1,270.78
2023-07-09,Tablet,Electronics,215.06,7,1505.42
2023-11-29,Laptop,Electronics,384.27,11,4226.97
2023-08-17,Mouse,Accessories,331.53,12,3978.36
2023-08-26,Smartphone,Electronics,841.63,2,1683.26
2023-09-19,Smartphone,Office,538.32,15,8074.8
2023-07-22,Laptop,Office,723.96,17,12307.32
2023-03-18,Printer,Office,340.58,17,5789.86
2023-04-08,Smartphone,Office,239.52,19,4550.88
2023-04-26,Laptop,Office,738.46,14,10338.44
2023-03-23,Smartphone,Accessories,755.65,9,6800.85
2023-12-15,Mouse,Electronics,876.65,16,14026.4
2023-02-11,Tablet,Accessories,847.94,7,5935.58
2023-05-22,Headphones,Office,182.65,7,1278.55
2023-07-22,Monitor,Electronics,365.45,6,2192.7
2023-08-08,Tablet,Accessories,769.3,1,769.3
2023-01-26,Printer,Electronics,995.61,11,10951.71
2023-08-16,Headphones,Office,904.83,2,1809.66
2023-08-25,Keyboard,Office,507.97,2,1015.94
2023-06-02,Monitor,Electronics,283.47,6,1700.82
2023-10-23,Mouse,Office,671.67,1,671.67
2023-11-01,Laptop,Office,366.22,12,4394.64
2023-10-19,Keyboard,Electronics,686.88,3,2060.64
2023-10-22,Mouse,Accessories,407.95,3,1223.85
2023-12-31,Printer,Accessories,972.63,8,7781.04
2023-10-03,Tablet,Office,361.72,6,2170.32
2023-08-18,Tablet,Office,859.05,10,8590.5
2023-10-13,Smartphone,Electronics,12.94,9,116.46
2023-02-03,Mouse,Electronics,355.47,1,355.47
2023-07-07,Tablet,Electronics,318.8,5,1594.0
2023-03-01,Monitor,Office,712.9,9,6416.1
2023-11-20,Tablet,Accessories,846.06,4,3384.24
2023-03-03,Monitor,Accessories,924.2,8,7393.6
2023-08-06,Smartphone,Office,595.26,4,2381.04
2023-03-12,Headphones,Electronics,219.06,15,3285.9
2023-07-02,Tablet,Office,543.71,12,6524.52
2023-01-28,Laptop,Electronics,773.93,5,3869.65
2023-01-14,Laptop,Office,351.67,14,4923.38
2023-12-23,Keyboard,Electronics,161.71,19,3072.49
2023-08-06,Headphones,Accessories,341.76,6,2050.56
2023-04-19,Tablet,Accessories,192.94,10,1929.4
2023-05-19,Keyboard,Office,902.72,9,8124.48
2023-03-15,Laptop,Accessories,892.27,15,13384.05
2023-11-23,Smartphone,Electronics,320.33,4,1281.32
2023-07-29,Printer,Accessories,121.91,10,1219.1
2023-08-11,Tablet,Office,502.46,3,1507.38
2023-09-13,Smartphone,Accessories,93.32,16,1493.12
2023-11-23,Monitor,Office,740.82,3,2222.46
2023-01-19,Smartphone,Electronics,961.7,14,13463.8
2023-04-23,Smartphone,Electronics,316.14,2,632.28
2023-10-25,Printer,Accessories,481.29,4,1925.16
2023-12-04,Tablet,Accessories,70.83,10,708.3
2023-06-19,Headphones,Electronics,992.41,10,9924.1
2023-07-07,Tablet,Accessories,649.57,17,11042.69
2023-10-27,Tablet,Electronics,559.04,16,8944.64
2023-04-10,Smartphone,Office,301.51,17,5125.67
2023-04-19,Mouse,Electronics,10.67,5,53.35
2023-11-02,Mouse,Electronics,273.56,12,3282.72
2023-12-03,Printer,Office,509.98,16,8159.68
2023-04-07,Laptop,Office,330.87,4,1323.48
2023-02-22,Mouse,Office,502.04,15,7530.6
2023-08-12,Headphones,Accessories,858.95,6,5153.7
2023-05-27,Smartphone,Accessories,255.71,18,4602.78
2023-06-26,Smartphone,Office,572.31,1,572.31
2023-07-27,Tablet,Electronics,390.61,2,781.22
2023-10-08,Mouse,Electronics,301.8,14,4225.2
2023-06-19,Tablet,Office,341.62,19,6490.78
2023-12-31,Mouse,Accessories,655.27,18,11794.86
2023-11-02,Tablet,Accessories,547.06,1,547.06
2023-01-21,Keyboard,Office,376.25,13,4891.25
2023-10-29,Keyboard,Office,720.46,12,8645.52
2023-08-05,Mouse,Office,367.79,14,5149.06
2023-07-25,Smartphone,Office,253.07,16,4049.12
2023-12-12,Monitor,Office,402.04,17,6834.68
2023-04-08,Printer,Accessories,885.06,15,13275.9
2023-04-28,Printer,Accessories,836.47,7,5855.29
2023-01-01,Monitor,Accessories,394.78,20,7895.6
2023-06-12,Keyboard,Accessories,178.97,9,1610.73
2023-06-12,Printer,Office,217.48,8,1739.84
2023-10-30,Keyboard,Accessories,592.47,19,11256.93
2023-04-15,Monitor,Accessories,360.87,11,3969.57
2023-05-12,Monitor,Electronics,125.03,11,1375.33
2023-05-19,Printer,Accessories,557.41,10,5574.1
2023-12-24,Headphones,Office,918.44,3,2755.32
2023-07-24,Printer,Office,831.75,11,9149.25
2023-04-04,Laptop,Electronics,264.75,12,3177.0
2023-10-10,Monitor,Office,643.53,15,9652.95
2023-01-08,Monitor,Electronics,665.95,1,665.95
2023-08-29,Keyboard,Office,383.01,11,4213.11
2023-03-05,Headphones,Accessories,307.8,13,4001.4
2023-09-18,Mouse,Office,31.92,1,31.92
2023-09-26,Keyboard,Office,858.6,16,13737.6
2023-06-23,Headphones,Electronics,326.06,19,6195.14
2023-08-19,Monitor,Electronics,550.23,4,2200.92
2023-05-13,Tablet,Electronics,875.86,1,875.86
2023-05-24,Monitor,Accessories,203.11,3,609.33
2023-12-25,Headphones,Accessories,594.49,14,8322.86
2023-11-27,Mouse,Accessories,985.7,9,8871.3
2023-06-22,Monitor,Electronics,233.02,12,2796.24
2023-02-20,Keyboard,Office,290.53,12,3486.36
2023-02-06,Mouse,Electronics,276.73,14,3874.22
2023-11-15,Printer,Accessories,354.04,7,2478.28
2023-04-24,Tablet,Office,130.28,18,2345.04
2023-05-15,Tablet,Electronics,337.12,17,5731.04
2023-05-29,Laptop,Accessories,36.2,12,434.4
2023-05-13,Keyboard,Accessories,932.61,9,8393.49
2023-01-21,Tablet,Electronics,288.56,17,4905.52
2023-01-27,Headphones,Office,59.23,4,236.92
2023-05-06,Headphones,Electronics,62.27,18,1120.86
2023-11-12,Laptop,Accessories,921.52,4,3686.08
2023-10-05,Monitor,Accessories,970.44,7,6793.08
2023-11-20,Laptop,Office,289.09,6,1734.54
2023-06-05,Smartphone,Accessories,67.65,15,1014.75
2023-07-14,Headphones,Accessories,368.9,16,5902.4
2023-07-23,Smartphone,Office,217.08,18,3907.44
2023-07-12,Keyboard,Office,943.42,6,5660.52
2023-03-07,Monitor,Electronics,214.5,18,3861.0
2023-11-30,Headphones,Accessories,799.56,14,11193.84
2023-06-20,Headphones,Electronics,618.84,14,8663.76
2023-11-19,Printer,Office,27.77,20,555.4
2023-09-02,Smartphone,Accessories,957.97,7,6705.79
2023-10-18,Headphones,Accessories,34.57,8,276.56
2023-10-01,Keyboard,Electronics,266.84,15,4002.6
2023-03-05,Printer,Accessories,781.43,1,781.43
2023-04-02,Laptop,Accessories,649.22,2,1298.44
2023-08-07,Printer,Accessories,824.84,18,14847.12
2023-03-09,Headphones,Electronics,891.88,11,9810.68
2023-03-24,Headphones,Electronics,25.62,15,384.3
2023-10-02,Tablet,Electronics,508.91,2,1017.82
2023-09-22,Laptop,Accessories,253.1,12,3037.2
2023-12-28,Printer,Accessories,416.2,4,1664.8
2023-09-13,Tablet,Accessories,193.31,1,193.31
2023-05-14,Headphones,Accessories,975.52,19,18534.88
2023-10-16,Keyboard,Accessories,622.15,14,8710.1
2023-12-07,Smartphone,Electronics,327.31,3,981.93
2023-09-21,Keyboard,Electronics,28.97,14,405.58
2023-07-05,Laptop,Office,926.3,17,15747.1
2023-01-01,Mouse,Accessories,345.8,1,345.8
2023-12-07,Mouse,Electronics,425.8,7,2980.6
2023-12-18,Printer,Office,490.02,20,9800.4
2023-12-27,Headphones,Accessories,217.64,14,3046.96
2023-03-28,Headphones,Office,861.03,11,9471.33
2023-05-06,Laptop,Accessories,714.66,5,3573.3
2023-03-29,Smartphone,Electronics,996.42,10,9964.2
2023-01-21,Monitor,Office,68.3,17,1161.1
2023-09-01,Smartphone,Electronics,938.71,3,2816.13
2023-03-03,Tablet,Electronics,506.67,20,10133.4
2023-02-18,Mouse,Electronics,648.42,3,1945.26
2023-04-17,Mouse,Electronics,178.77,12,2145.24
2023-05-15,Laptop,Office,391.01,18,7038.18
2023-09-25,Monitor,Accessories,198.62,7,1390.34
2023-04-13,Keyboard,Electronics,771.25,17,13111.25
2023-07-01,Tablet,Electronics,732.34,13,9520.42
2023-12-23,Printer,Electronics,201.92,13,2624.96
2023-09-25,Tablet,Accessories,27.97,2,55.94
2023-04-27,Monitor,Accessories,99.96,4,399.84
2023-04-29,Smartphone,Electronics,192.7,19,3661.3
2023-08-13,Mouse,Accessories,469.89,13,6108.57
2023-11-08,Headphones,Accessories,944.76,5,4723.8
2023-11-10,Mouse,Electronics,663.11,1,663.11
2023-12-13,Monitor,Accessories,977.5,1,977.5
2023-09-24,Mouse,Office,109.74,1,109.74
2023-01-03,Printer,Electronics,914.47,8,7315.76
2023-01-05,Mouse,Office,343.13,8,2745.04
2023-01-01,Tablet,Accessories,957.53,7,6702.71
2023-06-12,Printer,Office,759.54,19,14431.26
2023-02-15,Printer,Electronics,73.51,16,1176.16
2023-06-28,Tablet,Accessories,574.45,17,9765.65
2023-06-04,Printer,Accessories,763.36,20,15267.2
2023-01-19,Headphones,Electronics,328.89,13,4275.57
2023-07-03,Mouse,Office,200.0,17,3400.0
2023-10-18,Printer,Office,326.25,18,5872.5
2023-09-17,Smartphone,Electronics,321.32,16,5141.12
2023-09-12,Mouse,Office,773.17,10,7731.7
2023-01-04,Keyboard,Office,210.77,15,3161.55
2023-10-27,Mouse,Office,138.42,17,2353.14
2023-12-27,Keyboard,Office,876.82,7,6137.74
2023-01-18,Tablet,Accessories,391.78,13,5093.14
2023-06-13,Headphones,Office,876.8,3,2630.4
2023-12-31,Keyboard,Office,925.69,11,10182.59
2023-01-16,Keyboard,Electronics,303.47,4,1213.88
2023-08-19,Laptop,Office,176.76,1,176.76
2023-05-13,Laptop,Electronics,794.69,12,9536.28
2023-03-23,Tablet,Electronics,618.35,19,11748.65
2023-04-26,Keyboard,Accessories,587.06,19,11154.14
2023-04-03,Keyboard,Accessories,128.92,9,1160.28
2023-10-20,Printer,Electronics,272.85,8,2182.8
2023-12-25,Mouse,Office,295.27,7,2066.89
2023-10-29,Smartphone,Office,995.8,11,10953.8
2023-05-03,Monitor,Accessories,291.51,13,3789.63
2023-12-06,Laptop,Electronics,662.33,2,1324.66
2023-05-14,Keyboard,Office,603.48,10,6034.8
2023-06-19,Tablet,Office,269.72,7,1888.04
2023-05-03,Tablet,Accessories,392.36,4,1569.44
2023-01-05,Smartphone,Office,771.59,20,15431.8
2023-12-15,Mouse,Accessories,856.03,4,3424.12
2023-09-27,Mouse,Office,880.57,6,5283.42
2023-07-12,Keyboard,Accessories,799.03,1,799.03
2023-12-28,Keyboard,Electronics,917.89,7,6425.23
2023-03-05,Monitor,Electronics,527.99,1,527.99
2023-03-27,Tablet,Office,692.46,6,4154.76
2023-11-16,Keyboard,Electronics,528.19,17,8979.23
2023-01-12,Mouse,Office,969.01,12,11628.12
2023-04-29,Headphones,Accessories,329.59,11,3625.49
2023-04-15,Smartphone,Accessories,58.29,8,466.32
2023-03-09,Monitor,Office,903.55,1,903.55
2023-10-22,Printer,Accessories,896.41,6,5378.46
2023-04-28,Smartphone,Office,969.84,18,17457.12
2023-12-06,Tablet,Office,45.25,4,181.0
2023-11-18,Laptop,Electronics,802.21,1,802.21
2023-06-26,Mouse,Electronics,900.69,1,900.69
2023-04-07,Headphones,Office,549.33,3,1647.99
2023-11-07,Mouse,Electronics,559.41,3,1678.23
2023-01-14,Laptop,Office,583.72,2,1167.44
2023-11-12,Monitor,Electronics,24.62,1,24.62
2023-12-11,Mouse,Electronics,723.12,2,1446.24
2023-02-26,Mouse,Office,574.75,20,11495.0
2023-03-19,Mouse,Accessories,181.2,13,2355.6
2023-02-19,Printer,Accessories,123.89,17,2106.13
2023-10-25,Printer,Office,981.68,20,19633.6
2023-10-11,Headphones,Office,384.76,13,5001.88
2023-05-31,Laptop,Accessories,118.98,13,1546.74
2023-09-30,Keyboard,Office,64.32,17,1093.44
2023-04-01,Mouse,Accessories,36.71,4,146.84
2023-03-02,Printer,Electronics,44.98,7,314.86
2023-09-12,Tablet,Accessories,372.81,17,6337.77
2023-10-02,Monitor,Electronics,947.72,5,4738.6
2023-11-05,Monitor,Office,779.28,3,2337.84
2023-09-20,Headphones,Electronics,786.71,7,5506.97
2023-01-23,Mouse,Electronics,169.01,7,1183.07
2023-11-21,Monitor,Accessories,854.84,18,15387.12
2023-05-26,Smartphone,Accessories,916.48,1,916.48
2023-08-23,Mouse,Office,555.45,13,7220.85
2023-06-25,Tablet,Accessories,486.45,12,5837.4
2023-08-17,Monitor,Electronics,58.8,19,1117.2
2023-05-05,Smartphone,Accessories,64.09,7,448.63
2023-03-09,Laptop,Office,774.94,18,13948.92
2023-10-31,Monitor,Office,97.34,15,1460.1
2023-09-02,Headphones,Electronics,645.6,9,5810.4
2023-06-01,Laptop,Electronics,442.92,15,6643.8
2023-10-23,Mouse,Office,50.72,11,557.92
2023-11-05,Mouse,Office,431.88,1,431.88
2023-05-04,Monitor,Office,36.68,19,696.92
2023-10-29,Laptop,Office,169.13,6,1014.78
2023-07-24,Smartphone,Office,66.66,13,866.58
2023-06-22,Monitor,Accessories,876.4,5,4382.0
2023-01-26,Laptop,Office,964.64,18,17363.52
2023-03-16,Printer,Accessories,858.49,7,6009.43
2023-09-28,Monitor,Electronics,713.02,1,713.02
2023-04-15,Monitor,Electronics,600.17,16,9602.72
2023-05-13,Headphones,Office,593.18,2,1186.36
2023-07-16,Printer,Electronics,192.17,19,3651.23
2023-05-27,Tablet,Office,105.45,11,1159.95
2023-12-23,Laptop,Office,923.06,12,11076.72
2023-11-24,Mouse,Accessories,801.1,19,15220.9
2023-08-12,Tablet,Office,871.13,13,11324.69
2023-04-15,Mouse,Accessories,288.24,15,4323.6
2023-06-13,Mouse,Office,580.36,9,5223.24
2023-10-26,Smartphone,Accessories,100.01,2,200.02
2023-11-18,Monitor,Electronics,980.04,17,16660.68
2023-03-14,Tablet,Accessories,528.22,18,9507.96
2023-02-15,Keyboard,Electronics,320.24,15,4803.6
2023-01-10,Smartphone,Accessories,933.36,20,18667.2
2023-05-12,Smartphone,Accessories,860.21,1,860.21
2023-05-31,Keyboard,Accessories,71.29,1,71.29
2023-02-16,Headphones,Electronics,456.42,15,6846.3
2023-08-22,Mouse,Accessories,915.61,13,11902.93
2023-06-15,Keyboard,Accessories,313.06,12,3756.72
2023-02-08,Smartphone,Office,652.98,3,1958.94
2023-03-27,Keyboard,Office,906.26,17,15406.42
2023-08-01,Monitor,Office,451.39,3,1354.17
2023-10-07,Printer,Electronics,325.98,20,6519.6
2023-06-11,Monitor,Accessories,827.73,13,10760.49
2023-07-06,Headphones,Accessories,708.45,18,12752.1
2023-08-09,Monitor,Electronics,384.35,12,4612.2
2023-06-25,Monitor,Office,830.07,13,10790.91
2023-03-20,Tablet,Accessories,846.27,10,8462.7
2023-03-10,Monitor,Electronics,986.83,15,14802.45
2023-03-29,Mouse,Electronics,140.72,11,1547.92
2023-12-12,Laptop,Accessories,356.8,4,1427.2
2023-10-10,Keyboard,Office,797.65,7,5583.55
2023-01-20,Mouse,Office,170.72,12,2048.64
2023-07-15,Headphones,Accessories,857.38,12,10288.56
2023-01-05,Mouse,Electronics,627.23,14,8781.22
2023-04-18,Mouse,Accessories,179.47,2,358.94
2023-01-06,Keyboard,Accessories,572.07,12,6864.84
2023-11-05,Mouse,Accessories,427.65,2,855.3
2023-03-03,Monitor,Electronics,755.83,4,3023.32
2023-04-19,Headphones,Office,969.75,13,12606.75
2023-10-24,Mouse,Electronics,606.42,10,6064.2
2023-02-14,Keyboard,Electronics,292.13,5,1460.65
2023-10-22,Laptop,Electronics,417.25,14,5841.5
2023-04-19,Laptop,Accessories,380.29,3,1140.87
2023-06-15,Mouse,Electronics,386.8,10,3868.0
2023-02-23,Printer,Office,496.32,20,9926.4
2023-09-18,Smartphone,Office,79.83,12,957.96
2023-09-19,Keyboard,Accessories,578.12,17,9828.04
2023-04-04,Smartphone,Accessories,799.4,18,14389.2
2023-09-11,Smartphone,Accessories,46.68,10,466.8
2023-04-08,Mouse,Office,49.19,20,983.8
2023-06-28,Laptop,Office,630.89,18,11356.02
2023-03-19,Mouse,Accessories,603.75,12,7245.0
2023-10-10,Headphones,Accessories,644.79,11,7092.69
2023-10-28,Tablet,Accessories,223.05,17,3791.85
2023-05-11,Printer,Office,63.43,3,190.29
2023-01-22,Laptop,Office,755.73,13,9824.49
2023-06-08,Tablet,Accessories,659.97,11,7259.67
2023-11-24,Tablet,Office,533.09,1,533.09
2023-08-27,Mouse,Accessories,141.18,9,1270.62
2023-01-22,Printer,Accessories,177.06,10,1770.6
2023-06-03,Laptop,Office,764.95,12,9179.4
2023-10-09,Tablet,Accessories,791.52,12,9498.24
2023-03-29,Printer,Accessories,907.11,11,9978.21
2023-01-24,Tablet,Accessories,24.38,2,48.76
2023-11-16,Mouse,Accessories,359.47,10,3594.7
2023-10-22,Headphones,Electronics,671.04,7,4697.28
2023-06-11,Smartphone,Office,251.2,3,753.6
2023-11-11,Keyboard,Office,211.84,10,2118.4
2023-05-05,Smartphone,Electronics,917.15,4,3668.6
2023-08-05,Smartphone,Accessories,50.25,19,954.75
2023-01-08,Headphones,Accessories,632.16,20,12643.2
2023-02-06,Laptop,Electronics,269.09,17,4574.53
2023-12-17,Smartphone,Accessories,488.52,7,3419.64
2023-03-06,Mouse,Electronics,683.0,19,12977.0
2023-06-15,Tablet,Office,83.34,14,1166.76
2023-06-21,Laptop,Electronics,684.59,10,6845.9
2023-07-16,Smartphone,Accessories,285.38,8,2283.04
2024-01-01,Monitor,Accessories,599.31,16,9588.96
2023-09-29,Laptop,Accessories,780.68,7,5464.76
2023-02-04,Smartphone,Office,94.91,20,1898.2
2023-08-13,Headphones,Office,821.74,9,7395.66
2023-02-19,Mouse,Office,974.03,20,19480.6
2023-09-25,Monitor,Electronics,720.71,4,2882.84
2023-01-01,Smartphone,Accessories,967.69,8,7741.52
2023-03-09,Tablet,Accessories,767.8,7,5374.6
2023-10-12,Mouse,Electronics,826.34,10,8263.4
2023-01-09,Monitor,Office,481.79,11,5299.69
2023-02-09,Monitor,Accessories,533.15,7,3732.05
2023-05-16,Headphones,Accessories,285.6,5,1428.0
2023-10-07,Headphones,Office,206.49,13,2684.37
2023-07-10,Monitor,Accessories,48.34,14,676.76
2023-12-14,Laptop,Accessories,25.71,10,257.1
2023-04-27,Smartphone,Accessories,471.97,16,7551.52
2023-07-01,Printer,Electronics,114.84,14,1607.76
2023-05-28,Laptop,Office,65.07,20,1301.4
2023-01-18,Monitor,Electronics,122.67,15,1840.05
2023-10-20,Tablet,Accessories,183.34,19,3483.46
2023-07-04,Smartphone,Accessories,494.03,19,9386.57
2023-05-16,Laptop,Accessories,249.0,5,1245.0
2023-09-03,Keyboard,Electronics,970.27,12,11643.24
2023-12-11,Laptop,Office,780.46,15,11706.9
2023-06-20,Printer,Office,301.79,6,1810.74
2023-11-10,Laptop,Office,839.91,17,14278.47
2023-09-16,Keyboard,Electronics,569.39,19,10818.41
2023-07-22,Keyboard,Electronics,207.68,17,3530.56
2023-08-29,Laptop,Accessories,301.74,1,301.74
2023-10-26,Smartphone,Electronics,391.4,2,782.8
2023-11-18,Tablet,Accessories,814.67,15,12220.05
2023-10-11,Headphones,Office,28.22,1,28.22
2023-07-21,Printer,Accessories,95.8,10,958.0
2023-01-29,Headphones,Office,779.32,14,10910.48
2023-08-20,Headphones,Office,958.54,14,13419.56
2023-07-08,Tablet,Electronics,965.39,6,5792.34
2023-06-18,Printer,Accessories,990.37,9,8913.33
2023-02-19,Mouse,Electronics,916.67,17,15583.39
2023-05-30,Tablet,Accessories,784.83,20,15696.6
2023-01-13,Tablet,Accessories,684.12,15,10261.8
2023-01-02,Monitor,Electronics,644.53,18,11601.54
2023-07-11,Tablet,Office,14.47,2,28.94
2023-12-30,Tablet,Office,608.75,8,4870.0
2023-08-31,Mouse,Electronics,770.57,11,8476.27
2023-03-20,Laptop,Accessories,829.58,20,16591.6
2023-07-21,Monitor,Electronics,701.5,3,2104.5
2023-03-27,Tablet,Accessories,484.14,20,9682.8
2023-02-21,Monitor,Accessories,18.85,12,226.2
2023-11-27,Smartphone,Accessories,571.87,6,3431.22
2023-09-25,Laptop,Electronics,457.83,15,6867.45
2023-01-08,Laptop,Accessories,942.61,16,15081.76
2023-12-20,Monitor,Accessories,218.81,15,3282.15
2023-07-24,Headphones,Accessories,515.68,19,9797.92
2023-11-09,Smartphone,Office,592.24,10,5922.4
2023-07-29,Tablet,Electronics,969.9,6,5819.4
2023-10-13,Headphones,Accessories,509.66,3,1528.98
2023-04-04,Mouse,Accessories,646.27,8,5170.16
2023-07-16,Tablet,Electronics,221.86,19,4215.34
2023-05-07,Monitor,Office,402.51,4,1610.04
2023-10-11,Tablet,Electronics,443.74,10,4437.4
2023-07-31,Printer,Electronics,152.82,7,1069.74
2023-11-18,Keyboard,Office,753.65,9,6782.85
2023-02-03,Printer,Office,898.47,19,17070.93
2023-04-25,Tablet,Electronics,997.15,3,2991.45
2023-09-21,Tablet,Office,365.84,14,5121.76
2023-01-26,Keyboard,Office,606.84,12,7282.08
2023-01-05,Tablet,Accessories,681.23,3,2043.69
2023-06-28,Smartphone,Accessories,408.28,20,8165.6
2023-04-05,Mouse,Electronics,135.78,10,1357.8
2023-02-26,Keyboard,Electronics,580.14,15,8702.1
2023-02-12,Printer,Electronics,515.1,6,3090.6
2023-08-16,Tablet,Accessories,416.5,2,833.0
2023-12-22,Laptop,Office,669.43,11,7363.73
2023-11-22,Mouse,Office,857.93,1,857.93
2023-03-13,Laptop,Electronics,898.17,17,15268.89
2023-12-04,Smartphone,Accessories,805.15,12,9661.8
2023-08-11,Headphones,Electronics,775.27,9,6977.43
2023-10-10,Headphones,Accessories,739.1,5,3695.5
2023-11-16,Headphones,Accessories,845.0,16,13520.0
2023-06-17,Smartphone,Accessories,244.19,20,4883.8
2023-12-02,Monitor,Office,333.9,17,5676.3
